Time (ms), Data
0.000,2395
0.010,2383
0.020,2397
0.030,2352
0.040,2384
0.050,2378
0.060,2390
0.070,2368
0.080,2355
0.090,2359
0.100,2363
0.110,2383
0.120,2383
0.130,2367
0.140,2416
0.150,2419
0.160,2368
0.170,2407
0.180,2375
0.190,2384
0.200,2388
0.210,2355
0.220,2391
0.230,2361
0.240,2371
0.250,2335
0.260,2398
0.270,2368
0.280,2411
0.290,2378
0.300,2384
0.310,2383
0.320,2413
0.330,2429
0.340,2479
0.350,2493
0.360,2497
0.370,2480
0.380,2511
0.390,2530
0.400,2545
0.410,2512
0.420,2550
0.430,2512
0.440,2481
0.450,2404
0.460,2358
0.470,2352
0.480,2359
0.490,2368
0.500,2352
0.510,2298
0.520,2334
0.530,2305
0.540,2292
0.550,2323
0.560,2281
0.570,2297
0.580,2250
0.590,2311
0.600,2268
0.610,2259
0.620,2225
0.630,2240
0.640,2238
0.650,2219
0.660,2243
0.670,2270
0.680,2261
0.690,2271
0.700,2263
0.710,2249
0.720,2256
0.730,2270
0.740,2249
0.750,2224
0.760,2234
0.770,2243
0.780,2256
0.790,2263
0.800,2256
0.810,2286
0.820,2255
0.830,2320
0.840,2301
0.850,2288
0.860,2240
0.870,2337
0.880,2307
0.890,2301
0.900,2365
0.910,2323
0.920,2323
0.930,2378
0.940,2354
0.950,2378
0.960,2427
0.970,2476
0.980,2427
0.990,2461
1.000,2485
1.010,2525
1.020,2531
1.030,2544
1.040,2539
1.050,2598
1.060,2559
1.070,2608
1.080,2581
1.090,2635
1.100,2587
1.110,2643
1.120,2591
1.130,2555
1.140,2544
1.150,2570
1.160,2547
1.170,2506
1.180,2501
1.190,2466
1.200,2419
1.210,2397
1.220,2397
1.230,2375
1.240,2365
1.250,2418
1.260,2357
1.270,2351
1.280,2321
1.290,2315
1.300,2356
1.310,2375
1.320,2341
1.330,2279
1.340,2318
1.350,2288
1.360,2251
1.370,2320
1.380,2235
1.390,2260
1.400,2248
1.410,2224
1.420,2255
1.430,2258
1.440,2207
1.450,2254
1.460,2193
1.470,2199
1.480,2197
1.490,2192
1.500,2208
1.510,2208
1.520,2201
1.530,2222
1.540,2217
1.550,2251
1.560,2247
1.570,2253
1.580,2288
1.590,2245
1.600,2227
1.610,2288
1.620,2240
1.630,2240
1.640,2294
1.650,2314
1.660,2278
1.670,2336
1.680,2365
1.690,2305
1.700,2370
1.710,2373
1.720,2375
1.730,2373
1.740,2473
1.750,2471
1.760,2465
1.770,2505
1.780,2568
1.790,2605
1.800,2571
1.810,2567
1.820,2609
1.830,2652
1.840,2672
1.850,2608
1.860,2608
1.870,2619
1.880,2626
1.890,2605
1.900,2619
1.910,2553
1.920,2544
1.930,2567
1.940,2534
1.950,2505
1.960,2480
1.970,2416
1.980,2457
1.990,2423
2.000,2392
2.010,2353
2.020,2342
2.030,2332
2.040,2373
2.050,2356
2.060,2368
2.070,2329
2.080,2343
2.090,2315
2.100,2317
2.110,2327
2.120,2315
2.130,2230
2.140,2224
2.150,2231
2.160,2202
2.170,2181
2.180,2192
2.190,2117
2.200,2133
2.210,2114
2.220,2142
2.230,2163
2.240,2088
2.250,2111
2.260,2154
2.270,2135
2.280,2158
2.290,2171
2.300,2246
2.310,2226
2.320,2247
2.330,2209
2.340,2287
2.350,2282
2.360,2294
2.370,2297
2.380,2294
2.390,2318
2.400,2327
2.410,2353
2.420,2400
2.430,2426
2.440,2397
2.450,2393
2.460,2381
2.470,2361
2.480,2416
2.490,2434
2.500,2483
2.510,2449
2.520,2437
2.530,2483
2.540,2491
2.550,2523
2.560,2514
2.570,2558
2.580,2579
2.590,2614
2.600,2671
2.610,2691
2.620,2695
2.630,2726
2.640,2744
2.650,2695
2.660,2645
2.670,2640
2.680,2615
2.690,2525
2.700,2483
2.710,2467
2.720,2454
2.730,2389
2.740,2402
2.750,2398
2.760,2375
2.770,2337
2.780,2310
2.790,2370
2.800,2329
2.810,2320
2.820,2384
2.830,2321
2.840,2338
2.850,2334
2.860,2314
2.870,2283
2.880,2272
2.890,2307
2.900,2237
2.910,2246
2.920,2208
2.930,2199
2.940,2183
2.950,2183
2.960,2189
2.970,2199
2.980,2167
2.990,2158
3.000,2158
3.010,2192
3.020,2183
3.030,2157
3.040,2185
3.050,2203
3.060,2177
3.070,2214
3.080,2183
3.090,2210
3.100,2288
3.110,2224
3.120,2224
3.130,2225
3.140,2287
3.150,2243
3.160,2297
3.170,2310
3.180,2302
3.190,2257
3.200,2283
3.210,2304
3.220,2335
3.230,2307
3.240,2370
3.250,2384
3.260,2418
3.270,2458
3.280,2488
3.290,2479
3.300,2522
3.310,2558
3.320,2587
3.330,2557
3.340,2608
3.350,2576
3.360,2605
3.370,2641
3.380,2606
3.390,2617
3.400,2650
3.410,2687
3.420,2624
3.430,2677
3.440,2637
3.450,2559
3.460,2595
3.470,2529
3.480,2518
3.490,2494
3.500,2469
3.510,2432
3.520,2426
3.530,2410
3.540,2430
3.550,2371
3.560,2404
3.570,2393
3.580,2336
3.590,2403
3.600,2387
3.610,2309
3.620,2321
3.630,2299
3.640,2330
3.650,2333
3.660,2299
3.670,2320
3.680,2295
3.690,2262
3.700,2318
3.710,2237
3.720,2259
3.730,2236
3.740,2267
3.750,2224
3.760,2236
3.770,2228
3.780,2187
3.790,2218
3.800,2203
3.810,2171
3.820,2198
3.830,2176
3.840,2214
3.850,2215
3.860,2243
3.870,2219
3.880,2280
3.890,2225
3.900,2256
3.910,2219
3.920,2275
3.930,2275
3.940,2246
3.950,2304
3.960,2295
3.970,2326
3.980,2349
3.990,2318
4.000,2334
4.010,2334
4.020,2361
4.030,2347
4.040,2383
4.050,2410
4.060,2333
4.070,2411
4.080,2389
4.090,2403
4.100,2368
4.110,2357
4.120,2387
4.130,2391
4.140,2428
4.150,2450
4.160,2465
4.170,2465
4.180,2484
4.190,2507
4.200,2502
4.210,2537
4.220,2617
4.230,2643
4.240,2704
4.250,2718
4.260,2703
4.270,2697
4.280,2671
4.290,2666
4.300,2606
4.310,2606
4.320,2502
4.330,2447
4.340,2442
4.350,2387
4.360,2442
4.370,2402
4.380,2368
4.390,2397
4.400,2380
4.410,2397
4.420,2399
4.430,2353
4.440,2303
4.450,2383
4.460,2330
4.470,2310
4.480,2357
4.490,2272
4.500,2263
4.510,2282
4.520,2283
4.530,2246
4.540,2207
4.550,2283
4.560,2206
4.570,2174
4.580,2211
4.590,2159
4.600,2176
4.610,2211
4.620,2175
4.630,2124
4.640,2138
4.650,2203
4.660,2160
4.670,2195
4.680,2177
4.690,2195
4.700,2242
4.710,2256
4.720,2191
4.730,2256
4.740,2211
4.750,2255
4.760,2282
4.770,2331
4.780,2377
4.790,2363
4.800,2407
4.810,2384
4.820,2335
4.830,2378
4.840,2347
4.850,2361
4.860,2337
4.870,2382
4.880,2368
4.890,2394
4.900,2414
4.910,2407
4.920,2518
4.930,2454
4.940,2478
4.950,2525
4.960,2567
4.970,2587
4.980,2667
4.990,2705
5.000,2711
5.010,2735
5.020,2691
5.030,2694
5.040,2657
5.050,2646
5.060,2555
5.070,2569
5.080,2486
5.090,2482
5.100,2471
5.110,2384
5.120,2422
5.130,2385
5.140,2325
5.150,2371
5.160,2384
5.170,2354
5.180,2326
5.190,2368
5.200,2336
5.210,2386
5.220,2343
5.230,2361
5.240,2361
5.250,2295
5.260,2279
5.270,2244
5.280,2229
5.290,2218
5.300,2161
5.310,2189
5.320,2209
5.330,2218
5.340,2187
5.350,2185
5.360,2156
5.370,2155
5.380,2157
5.390,2162
5.400,2190
5.410,2185
5.420,2224
5.430,2245
5.440,2256
5.450,2219
5.460,2240
5.470,2205
5.480,2256
5.490,2279
5.500,2257
5.510,2254
5.520,2247
5.530,2313
5.540,2286
5.550,2293
5.560,2300
5.570,2271
5.580,2279
5.590,2304
5.600,2345
5.610,2416
5.620,2361
5.630,2361
5.640,2395
5.650,2402
5.660,2442
5.670,2431
5.680,2432
5.690,2495
5.700,2477
5.710,2473
5.720,2505
5.730,2487
5.740,2527
5.750,2518
5.760,2580
5.770,2608
5.780,2619
5.790,2644
5.800,2678
5.810,2654
5.820,2681
5.830,2631
5.840,2695
5.850,2636
5.860,2599
5.870,2635
5.880,2598
5.890,2551
5.900,2512
5.910,2493
5.920,2511
5.930,2481
5.940,2453
5.950,2387
5.960,2359
5.970,2366
5.980,2335
5.990,2320
6.000,2285
6.010,2240
6.020,2256
6.030,2256
6.040,2194
6.050,2179
6.060,2191
6.070,2159
6.080,2175
6.090,2189
6.100,2122
6.110,2167
6.120,2149
6.130,2208
6.140,2161
6.150,2207
6.160,2187
6.170,2163
6.180,2152
6.190,2171
6.200,2160
6.210,2195
6.220,2167
6.230,2151
6.240,2160
6.250,2203
6.260,2197
6.270,2247
6.280,2225
6.290,2256
6.300,2218
6.310,2297
6.320,2279
6.330,2307
6.340,2315
6.350,2289
6.360,2313
6.370,2309
6.380,2331
6.390,2338
6.400,2365
6.410,2363
6.420,2415
6.430,2383
6.440,2448
6.450,2483
6.460,2450
6.470,2475
6.480,2496
6.490,2486
6.500,2466
6.510,2506
6.520,2499
6.530,2552
6.540,2571
6.550,2637
6.560,2688
6.570,2641
6.580,2671
6.590,2657
6.600,2688
6.610,2673
6.620,2675
6.630,2630
6.640,2627
6.650,2603
6.660,2624
6.670,2558
6.680,2512
6.690,2512
6.700,2495
6.710,2451
6.720,2432
6.730,2385
6.740,2355
6.750,2300
6.760,2259
6.770,2257
6.780,2239
6.790,2183
6.800,2226
6.810,2218
6.820,2177
6.830,2150
6.840,2173
6.850,2224
6.860,2209
6.870,2192
6.880,2192
6.890,2170
6.900,2197
6.910,2167
6.920,2205
6.930,2210
6.940,2217
6.950,2179
6.960,2160
6.970,2199
6.980,2149
6.990,2147
7.000,2159
7.010,2141
7.020,2205
7.030,2166
7.040,2182
7.050,2163
7.060,2250
7.070,2249
7.080,2271
7.090,2273
7.100,2294
7.110,2294
7.120,2269
7.130,2266
7.140,2298
7.150,2288
7.160,2323
7.170,2407
7.180,2390
7.190,2347
7.200,2418
7.210,2400
7.220,2368
7.230,2437
7.240,2470
7.250,2467
7.260,2569
7.270,2556
7.280,2551
7.290,2572
7.300,2544
7.310,2518
7.320,2554
7.330,2576
7.340,2571
7.350,2608
7.360,2641
7.370,2642
7.380,2624
7.390,2600
7.400,2624
7.410,2630
7.420,2547
7.430,2577
7.440,2525
7.450,2480
7.460,2397
7.470,2368
7.480,2379
7.490,2385
7.500,2369
7.510,2370
7.520,2350
7.530,2341
7.540,2333
7.550,2315
7.560,2352
7.570,2306
7.580,2299
7.590,2261
7.600,2240
7.610,2238
7.620,2263
7.630,2227
7.640,2192
7.650,2175
7.660,2162
7.670,2189
7.680,2190
7.690,2190
7.700,2195
7.710,2150
7.720,2209
7.730,2184
7.740,2176
7.750,2179
7.760,2148
7.770,2138
7.780,2223
7.790,2225
7.800,2209
7.810,2265
7.820,2266
7.830,2265
7.840,2191
7.850,2255
7.860,2308
7.870,2266
7.880,2239
7.890,2280
7.900,2277
7.910,2316
7.920,2358
7.930,2351
7.940,2417
7.950,2377
7.960,2407
7.970,2432
7.980,2486
7.990,2512
8.000,2573
8.010,2549
8.020,2546
8.030,2601
8.040,2566
8.050,2576
8.060,2582
8.070,2653
8.080,2645
8.090,2661
8.100,2670
8.110,2672
8.120,2640
8.130,2639
8.140,2619
8.150,2581
8.160,2575
8.170,2477
8.180,2448
8.190,2416
8.200,2389
8.210,2389
8.220,2414
8.230,2338
8.240,2337
8.250,2319
8.260,2323
8.270,2295
8.280,2251
8.290,2294
8.300,2262
8.310,2245
8.320,2262
8.330,2299
8.340,2295
8.350,2329
8.360,2267
8.370,2241
8.380,2203
8.390,2233
8.400,2181
8.410,2203
8.420,2186
8.430,2189
8.440,2189
8.450,2148
8.460,2206
8.470,2183
8.480,2157
8.490,2161
8.500,2164
8.510,2175
8.520,2225
8.530,2235
8.540,2239
8.550,2248
8.560,2320
8.570,2289
8.580,2297
8.590,2283
8.600,2298
8.610,2367
8.620,2316
8.630,2265
8.640,2320
8.650,2257
8.660,2323
8.670,2329
8.680,2315
8.690,2358
8.700,2346
8.710,2357
8.720,2366
8.730,2369
8.740,2357
8.750,2352
8.760,2408
8.770,2437
8.780,2486
8.790,2551
8.800,2512
8.810,2519
8.820,2579
8.830,2585
8.840,2634
8.850,2667
8.860,2685
8.870,2647
8.880,2674
8.890,2653
8.900,2631
8.910,2582
8.920,2587
8.930,2579
8.940,2465
8.950,2496
8.960,2471
8.970,2422
8.980,2395
8.990,2370
9.000,2402
9.010,2393
9.020,2347
9.030,2354
9.040,2320
9.050,2349
9.060,2330
9.070,2285
9.080,2304
9.090,2343
9.100,2309
9.110,2211
9.120,2237
9.130,2214
9.140,2224
9.150,2241
9.160,2251
9.170,2160
9.180,2190
9.190,2160
9.200,2170
9.210,2160
9.220,2192
9.230,2192
9.240,2199
9.250,2165
9.260,2197
9.270,2207
9.280,2159
9.290,2194
9.300,2204
9.310,2178
9.320,2206
9.330,2199
9.340,2212
9.350,2274
9.360,2209
9.370,2267
9.380,2272
9.390,2258
9.400,2245
9.410,2234
9.420,2294
9.430,2329
9.440,2363
9.450,2355
9.460,2432
9.470,2432
9.480,2395
9.490,2427
9.500,2481
9.510,2475
9.520,2551
9.530,2540
9.540,2581
9.550,2608
9.560,2607
9.570,2608
9.580,2581
9.590,2603
9.600,2614
9.610,2643
9.620,2610
9.630,2624
9.640,2659
9.650,2641
9.660,2623
9.670,2607
9.680,2559
9.690,2511
9.700,2503
9.710,2427
9.720,2387
9.730,2412
9.740,2352
9.750,2323
9.760,2319
9.770,2263
9.780,2287
9.790,2320
9.800,2298
9.810,2272
9.820,2243
9.830,2303
9.840,2240
9.850,2273
9.860,2239
9.870,2311
9.880,2285
9.890,2267
9.900,2233
9.910,2240
9.920,2230
9.930,2234
9.940,2219
9.950,2256
9.960,2203
9.970,2213
9.980,2181
9.990,2151
10.000,2183
10.010,2177
10.020,2183
10.030,2191
10.040,2218
10.050,2214
10.060,2231
10.070,2221
10.080,2294
10.090,2266
10.100,2315
10.110,2315
10.120,2359
10.130,2331
10.140,2353
10.150,2321
10.160,2291
10.170,2277
10.180,2288
10.190,2384
10.200,2427
10.210,2383
10.220,2431
10.230,2430
10.240,2401
10.250,2417
10.260,2432
10.270,2448
10.280,2466
10.290,2497
10.300,2550
10.310,2580
10.320,2608
10.330,2621
10.340,2627
10.350,2584
10.360,2609
10.370,2640
10.380,2630
10.390,2622
10.400,2576
10.410,2588
10.420,2538
10.430,2489
10.440,2489
10.450,2469
10.460,2460
10.470,2457
10.480,2471
10.490,2416
10.500,2443
10.510,2370
10.520,2377
10.530,2349
10.540,2367
10.550,2294
10.560,2243
10.570,2259
10.580,2256
10.590,2201
10.600,2214
10.610,2160
10.620,2176
10.630,2217
10.640,2201
10.650,2170
10.660,2185
10.670,2189
10.680,2158
10.690,2162
10.700,2169
10.710,2176
10.720,2160
10.730,2118
10.740,2149
10.750,2174
10.760,2207
10.770,2215
10.780,2192
10.790,2209
10.800,2279
10.810,2252
10.820,2267
10.830,2326
10.840,2318
10.850,2335
10.860,2265
10.870,2287
10.880,2307
10.890,2320
10.900,2367
10.910,2352
10.920,2417
10.930,2395
10.940,2354
10.950,2353
10.960,2385
10.970,2418
10.980,2454
10.990,2467
11.000,2511
11.010,2467
11.020,2507
11.030,2557
11.040,2559
11.050,2544
11.060,2576
11.070,2645
11.080,2725
11.090,2641
11.100,2688
11.110,2734
11.120,2636
11.130,2629
11.140,2599
11.150,2528
11.160,2467
11.170,2480
11.180,2454
11.190,2414
11.200,2433
11.210,2338
11.220,2411
11.230,2374
11.240,2337
11.250,2341
11.260,2355
11.270,2352
11.280,2336
11.290,2329
11.300,2304
11.310,2221
11.320,2231
11.330,2262
11.340,2253
11.350,2214
11.360,2203
11.370,2211
11.380,2208
11.390,2192
11.400,2254
11.410,2166
11.420,2206
11.430,2206
11.440,2183
11.450,2181
11.460,2155
11.470,2129
11.480,2162
11.490,2185
11.500,2129
11.510,2143
11.520,2223
11.530,2266
11.540,2227
11.550,2283
11.560,2274
11.570,2265
11.580,2308
11.590,2222
11.600,2288
11.610,2289
11.620,2289
11.630,2321
11.640,2336
11.650,2371
11.660,2371
11.670,2384
11.680,2462
11.690,2408
11.700,2428
11.710,2429
11.720,2422
11.730,2446
11.740,2486
11.750,2432
11.760,2544
11.770,2519
11.780,2582
11.790,2575
11.800,2598
11.810,2643
11.820,2613
11.830,2645
11.840,2634
11.850,2690
11.860,2620
11.870,2671
11.880,2625
11.890,2609
11.900,2550
11.910,2508
11.920,2480
11.930,2432
11.940,2445
11.950,2438
11.960,2382
11.970,2386
11.980,2352
11.990,2327
12.000,2318
12.010,2277
12.020,2286
12.030,2229
12.040,2224
12.050,2198
12.060,2235
12.070,2187
12.080,2217
12.090,2222
12.100,2203
12.110,2202
12.120,2219
12.130,2211
12.140,2212
12.150,2202
12.160,2160
12.170,2182
12.180,2150
12.190,2150
12.200,2175
12.210,2215
12.220,2203
12.230,2192
12.240,2215
12.250,2254
12.260,2235
12.270,2270
12.280,2274
12.290,2288
12.300,2250
12.310,2266
12.320,2320
12.330,2330
12.340,2311
12.350,2298
12.360,2354
12.370,2377
12.380,2337
12.390,2403
12.400,2384
12.410,2388
12.420,2393
12.430,2483
12.440,2466
12.450,2499
12.460,2470
12.470,2529
12.480,2576
12.490,2535
12.500,2615
12.510,2635
12.520,2637
12.530,2608
12.540,2608
12.550,2681
12.560,2635
12.570,2650
12.580,2607
12.590,2622
12.600,2608
12.610,2558
12.620,2512
12.630,2512
12.640,2486
12.650,2499
12.660,2405
12.670,2363
12.680,2384
12.690,2373
12.700,2338
12.710,2329
12.720,2310
12.730,2311
12.740,2275
12.750,2256
12.760,2246
12.770,2247
12.780,2205
12.790,2192
12.800,2234
12.810,2209
12.820,2250
12.830,2262
12.840,2212
12.850,2247
12.860,2194
12.870,2203
12.880,2214
12.890,2157
12.900,2181
12.910,2193
12.920,2158
12.930,2176
12.940,2187
12.950,2192
12.960,2161
12.970,2189
12.980,2175
12.990,2192
13.000,2238
13.010,2253
13.020,2231
13.030,2227
13.040,2247
13.050,2247
13.060,2291
13.070,2239
13.080,2278
13.090,2257
13.100,2305
13.110,2373
13.120,2341
13.130,2348
13.140,2307
13.150,2366
13.160,2325
13.170,2331
13.180,2360
13.190,2330
13.200,2416
13.210,2463
13.220,2512
13.230,2507
13.240,2525
13.250,2558
13.260,2586
13.270,2664
13.280,2735
13.290,2763
13.300,2778
13.310,2852
13.320,2873
13.330,2832
13.340,2849
13.350,2736
13.360,2666
13.370,2591
13.380,2517
13.390,2423
13.400,2449
13.410,2395
13.420,2306
13.430,2306
13.440,2289
13.450,2295
13.460,2195
13.470,2191
13.480,2275
13.490,2241
13.500,2233
13.510,2236
13.520,2205
13.530,2170
13.540,2206
13.550,2158
13.560,2160
13.570,2119
13.580,2130
13.590,2128
13.600,2097
13.610,2110
13.620,2111
13.630,2106
13.640,2115
13.650,2058
13.660,2096
13.670,2016
13.680,2082
13.690,2064
13.700,2122
13.710,2122
13.720,2113
13.730,2154
13.740,2146
13.750,2151
13.760,2173
13.770,2176
13.780,2222
13.790,2306
13.800,2331
13.810,2320
13.820,2321
13.830,2406
13.840,2391
13.850,2496
13.860,2512
13.870,2601
13.880,2698
13.890,2793
13.900,2767
13.910,2768
13.920,2758
13.930,2709
13.940,2747
13.950,2745
13.960,2703
13.970,2763
13.980,2672
13.990,2705
14.000,2704
14.010,2608
14.020,2579
14.030,2519
14.040,2533
14.050,2416
14.060,2400
14.070,2296
14.080,2329
14.090,2305
14.100,2275
14.110,2302
14.120,2287
14.130,2264
14.140,2218
14.150,2202
14.160,2192
14.170,2205
14.180,2247
14.190,2138
14.200,2145
14.210,2119
14.220,2165
14.230,2111
14.240,2150
14.250,2145
14.260,2159
14.270,2114
14.280,2125
14.290,2169
14.300,2141
14.310,2123
14.320,2112
14.330,2102
14.340,2130
14.350,2128
14.360,2163
14.370,2145
14.380,2210
14.390,2196
14.400,2221
14.410,2209
14.420,2170
14.430,2209
14.440,2261
14.450,2231
14.460,2293
14.470,2256
14.480,2313
14.490,2327
14.500,2341
14.510,2394
14.520,2429
14.530,2467
14.540,2535
14.550,2607
14.560,2624
14.570,2661
14.580,2704
14.590,2698
14.600,2663
14.610,2614
14.620,2662
14.630,2623
14.640,2682
14.650,2715
14.660,2624
14.670,2662
14.680,2705
14.690,2687
14.700,2702
14.710,2607
14.720,2624
14.730,2537
14.740,2453
14.750,2416
14.760,2381
14.770,2288
14.780,2277
14.790,2225
14.800,2246
14.810,2272
14.820,2261
14.830,2191
14.840,2206
14.850,2217
14.860,2189
14.870,2187
14.880,2193
14.890,2121
14.900,2174
14.910,2167
14.920,2127
14.930,2138
14.940,2165
14.950,2151
14.960,2174
14.970,2144
14.980,2141
14.990,2126
15.000,2106
15.010,2122
15.020,2169
15.030,2095
15.040,2177
15.050,2218
15.060,2217
15.070,2203
15.080,2192
15.090,2167
15.100,2201
15.110,2224
15.120,2244
15.130,2269
15.140,2333
15.150,2379
15.160,2388
15.170,2449
15.180,2384
15.190,2480
15.200,2585
15.210,2603
15.220,2640
15.230,2659
15.240,2725
15.250,2713
15.260,2705
15.270,2669
15.280,2668
15.290,2710
15.300,2667
15.310,2690
15.320,2679
15.330,2635
15.340,2615
15.350,2598
15.360,2558
15.370,2512
15.380,2512
15.390,2553
15.400,2443
15.410,2426
15.420,2315
15.430,2325
15.440,2342
15.450,2318
15.460,2318
15.470,2255
15.480,2236
15.490,2209
15.500,2225
15.510,2178
15.520,2180
15.530,2160
15.540,2176
15.550,2171
15.560,2165
15.570,2167
15.580,2175
15.590,2126
15.600,2128
